entry,numberOfJets,numberOfBJets,met,jetPtRec[0],jetPtRec[1],jetPtRec[2],jetPtRec[3],jetEtaRec[0],jetEtaRec[1],jetEtaRec[2],jetEtaRec[3],jetPhiRec[0],jetPhiRec[1],jetPhiRec[2],jetPhiRec[3],jetMass[0],jetMass[1],jetMass[2],jetMass[3]
462,2,0,307.902,298.667,52.1442,-1,-1,-0.517458,1.08227,0,0,2.48837,2.28123,0,0,26.8576,9.15776,0,0
463,2,0,118.447,71.2507,62.1321,-1,-1,-0.0577145,-1.65962,0,0,1.98289,2.64184,0,0,9.10286,9.06984,0,0
464,1,0,39.4329,62.8517,-1,-1,-1,0.419491,0,0,0,-0.901206,0,0,0,7.19527,0,0,0
465,1,0,78.3044,91.0398,-1,-1,-1,-0.360147,0,0,0,-0.889404,0,0,0,12.2778,0,0,0
466,2,0,169.197,115.605,74.6608,-1,-1,1.03602,2.08788,0,0,0.34951,0.861975,0,0,16.4732,8.72213,0,0
467,0,0,66.8472,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
468,1,0,41.71,50.3565,-1,-1,-1,0.399378,0,0,0,1.04858,0,0,0,9.48006,0,0,0
469,1,0,86.0912,84.8284,-1,-1,-1,1.23127,0,0,0,2.98767,0,0,0,11.7839,0,0,0
470,5,0,182.406,81.3299,47.644,45.1793,43.9678,0.282097,0.418302,0.522816,-0.763813,0.0128251,2.2596,0.741982,1.85908,11.0882,8.12452,7.28952,10.1425
471,0,0,56.9852,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
472,2,0,101.559,71.3786,39.0553,-1,-1,-0.812385,-2.20305,0,0,2.40571,-3.14105,0,0,11.5726,5.25448,0,0
473,1,0,112.107,59.4311,-1,-1,-1,1.92519,0,0,0,0.126375,0,0,0,8.84979,0,0,0
474,1,0,35.2716,45.6819,-1,-1,-1,0.334875,0,0,0,-0.585703,0,0,0,10.2885,0,0,0
475,1,0,82.6062,69.9719,-1,-1,-1,1.50078,0,0,0,-0.977128,0,0,0,10.7294,0,0,0
476,3,0,91.0231,66.0731,46.381,35.1008,-1,-0.820033,-2.08613,-0.242595,0,-1.2315,1.11882,1.54186,0,9.03533,8.4894,7.11154,0
477,0,0,67.36,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
478,1,0,73.1093,65.5339,-1,-1,-1,0.522724,0,0,0,0.348147,0,0,0,5.03677,0,0,0
479,2,0,24.5474,47.4367,41.2363,-1,-1,-2.13921,-0.959433,0,0,-0.973047,1.27512,0,0,8.31373,6.52312,0,0
480,4,0,63.3012,112.135,84.2557,63.2876,40.0723,1.18324,0.128895,0.953982,2.16934,0.527309,-1.68637,-2.77989,0.797396,14.5522,9.49153,7.59018,6.65817
481,0,0,87.2945,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
482,2,0,99.4033,70.2449,50.7262,-1,-1,-0.959384,-2.24753,0,0,2.97641,1.12493,0,0,8.99843,13.0359,0,0
483,2,0,16.1826,47.3403,37.1213,-1,-1,-2.21841,1.91487,0,0,2.55349,-1.97394,0,0,7.44414,5.68093,0,0
484,3,0,168.289,56.464,44.0093,38.8339,-1,1.10937,0.382396,1.86063,0,-2.37776,-2.53449,-1.48711,0,12.7828,5.4356,6.9834,0
485,2,0,37.6016,45.7432,40.1984,-1,-1,-1.91673,-2.00534,0,0,1.6278,-1.01398,0,0,8.06892,7.93911,0,0
486,1,0,115.802,110.6,-1,-1,-1,-1.06344,0,0,0,-1.84178,0,0,0,12.4175,0,0,0
487,2,0,168.212,185.279,38.7434,-1,-1,0.456175,0.196485,0,0,-0.665824,0.5177,0,0,23.3972,6.72679,0,0
488,2,0,36.3558,58.883,36.2254,-1,-1,0.621279,1.08412,0,0,2.92267,-0.722328,0,0,8.52415,8.64543,0,0
489,1,0,143.009,164.167,-1,-1,-1,-0.953181,0,0,0,2.42863,0,0,0,17.7803,0,0,0
490,4,0,105.642,98.5323,92.8288,60.655,47.1205,1.2196,-0.00450836,-2.25475,-0.252812,-2.59844,1.00487,2.35221,-0.0859824,18.9251,12.7971,8.23116,4.33213
491,2,0,35.2237,66.5013,55.7929,-1,-1,-1.55873,0.519476,0,0,-0.978756,0.536908,0,0,11.0729,15.3808,0,0
492,2,0,27.8338,80.106,70.7554,-1,-1,-1.97377,-0.716041,0,0,3.07296,-0.517392,0,0,11.6446,16.9652,0,0
493,0,0,47.288,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
494,2,0,132.166,99.0374,78.6005,-1,-1,1.43591,1.63329,0,0,3.13445,2.26402,0,0,19.1052,12.3446,0,0
495,3,0,120.745,88.1591,60.5559,54.4134,-1,0.37521,0.732825,0.0803728,0,-2.43061,1.63184,-1.8246,0,9.95279,5.91472,7.73217,0
496,2,0,25.3085,51.9446,36.5062,-1,-1,-0.609076,-1.27874,0,0,-0.955379,0.161472,0,0,6.69899,7.3654,0,0
497,1,0,106.086,150.299,-1,-1,-1,0.468881,0,0,0,-2.88318,0,0,0,20.0807,0,0,0
498,1,0,40.9874,52.8221,-1,-1,-1,1.86598,0,0,0,2.67202,0,0,0,6.98153,0,0,0
499,0,0,39.8784,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
500,1,0,21.2947,61.3857,-1,-1,-1,0.0452744,0,0,0,0.86961,0,0,0,9.37817,0,0,0
501,4,0,291.384,285.292,82.4504,55.3338,52.3656,0.542184,-1.14193,-2.18602,-1.24924,-0.00154109,-3.1368,-0.0171373,-1.14325,37.6647,14.3699,11.2557,10.6466
502,5,0,63.852,220.347,167.367,43.6121,42.2879,-1.31351,-1.53424,2.37678,-0.230982,-1.83085,2.15187,1.45823,1.27202,16.4745,17.4332,10.2902,9.09152
503,0,0,31.6769,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
504,2,0,191.478,172.558,84.7818,-1,-1,-0.772727,1.32693,0,0,0.0410262,2.27817,0,0,22.4874,10.2831,0,0
505,2,0,121.071,68.9815,37.0532,-1,-1,1.6546,-0.897611,0,0,-1.73764,-2.41004,0,0,11.1675,7.38628,0,0
506,1,0,143.4,104.544,-1,-1,-1,0.414525,0,0,0,-2.56935,0,0,0,12.7766,0,0,0
507,1,0,88.5562,40.7858,-1,-1,-1,-0.233369,0,0,0,-1.44133,0,0,0,7.08204,0,0,0
508,4,0,133.182,234.549,78.8424,69.8089,56.8762,1.79819,0.948643,1.91425,1.22185,-0.0447464,-1.85804,-2.88858,3.12406,28.7885,16.3206,9.44428,14.1364
509,3,0,106.763,172.84,149.493,107.843,-1,0.58557,-0.693871,-1.85783,0,-0.056508,-2.29446,2.87624,0,23.0945,15.1787,13.6352,0
510,2,0,158.796,57.6693,40.7682,-1,-1,-0.677257,0.257502,0,0,3.01199,0.502856,0,0,7.8649,6.67614,0,0
511,0,0,40.2025,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
512,2,0,13.6889,100.554,80.5206,-1,-1,1.39753,1.42081,0,0,1.50147,-1.63826,0,0,15.4447,10.2677,0,0
513,2,0,97.0097,94.3087,40.2027,-1,-1,0.41618,-0.200504,0,0,0.253526,0.270323,0,0,13.8485,8.27214,0,0
514,3,0,65.0388,83.407,52.5062,40.1264,-1,1.95772,0.616573,0.402163,0,-3.1298,-1.53662,2.54655,0,10.7185,7.09421,6.19484,0
515,1,0,59.5578,42.8884,-1,-1,-1,2.12371,0,0,0,0.671093,0,0,0,7.5446,0,0,0
516,2,0,96.7961,53.9842,45.6279,-1,-1,-0.648971,0.332344,0,0,2.27353,2.3867,0,0,8.68757,8.42974,0,0
517,2,0,139.319,110.644,38.6271,-1,-1,1.51587,2.34599,0,0,0.0711552,-0.880524,0,0,14.6234,5.5531,0,0
518,2,0,96.7272,79.7087,43.0159,-1,-1,-0.506663,-0.0843278,0,0,2.09128,-1.96837,0,0,8.415,7.64402,0,0
519,1,0,33.6329,35.8942,-1,-1,-1,0.556236,0,0,0,0.723912,0,0,0,6.76141,0,0,0
520,1,0,54.9567,41.0127,-1,-1,-1,-0.539122,0,0,0,-0.0456563,0,0,0,6.75452,0,0,0
521,2,0,227.516,167.577,162.091,-1,-1,1.56159,1.09484,0,0,-1.38659,-0.858302,0,0,23.2814,24.902,0,0
522,3,0,494.447,479.304,211.481,63.4411,-1,-0.525813,1.00947,0.170577,0,2.54444,-1.29558,-2.2174,0,30.6275,25.8624,7.74257,0
523,1,0,143.486,130.354,-1,-1,-1,0.888178,0,0,0,-0.729751,0,0,0,10.4509,0,0,0
524,1,0,34.0798,36.297,-1,-1,-1,-0.290029,0,0,0,-1.6241,0,0,0,7.2774,0,0,0
525,2,0,88.0028,61.1334,58.3682,-1,-1,-0.688513,-1.07673,0,0,0.695839,2.74733,0,0,10.0363,10.3436,0,0
526,4,0,341.669,494.388,180.413,80.9203,40.8457,-0.53174,0.227255,-1.49607,-1.61885,0.707235,-2.03573,0.666197,-2.62487,42.4316,23.3632,12.8282,11.0066
527,2,0,178.58,118.214,45.1333,-1,-1,1.70547,1.71872,0,0,2.80216,0.968488,0,0,13.6499,9.19525,0,0
528,1,0,496.054,504.932,-1,-1,-1,-0.373393,0,0,0,1.14962,0,0,0,36.3626,0,0,0
529,2,0,37.6609,95.3866,60.6304,-1,-1,0.994774,1.85382,0,0,1.01441,-2.32542,0,0,17.4354,11.6064,0,0
530,1,0,114.949,72.5836,-1,-1,-1,-0.485049,0,0,0,-0.968708,0,0,0,7.57085,0,0,0
531,3,0,144.906,94.4283,65.7065,64.4443,-1,0.686351,0.0598426,-0.186344,0,2.50613,1.10108,0.519559,0,9.05511,10.2425,8.12472,0
532,1,0,79.0757,74.9048,-1,-1,-1,-0.500814,0,0,0,2.83412,0,0,0,7.08335,0,0,0
533,2,0,102.416,98.9822,46.8558,-1,-1,0.0137478,0.394715,0,0,-1.60521,0.505846,0,0,10.9085,6.65769,0,0
534,2,0,182.335,160.758,62.1677,-1,-1,-0.345999,1.6517,0,0,0.634345,0.474539,0,0,13.7116,11.4476,0,0
535,1,0,179.425,177.621,-1,-1,-1,-0.30839,0,0,0,1.2407,0,0,0,16.2419,0,0,0
536,1,0,63.2153,42.5956,-1,-1,-1,1.13647,0,0,0,-2.88465,0,0,0,8.95332,0,0,0
537,2,0,100.252,81.0561,53.2051,-1,-1,0.977046,1.26077,0,0,-2.52434,1.51577,0,0,10.638,9.31511,0,0
538,4,0,217.106,260.209,221.401,126.996,44.1675,0.487129,-0.217566,0.210086,-0.719757,-1.76548,0.97815,-2.30462,-2.80275,24.8033,25.7339,12.0067,7.57392
539,2,0,14.6023,51.0383,50.9401,-1,-1,1.96515,2.32951,0,0,0.0837532,3.0834,0,0,5.41493,6.17977,0,0
540,1,0,102.709,71.3802,-1,-1,-1,1.45748,0,0,0,1.56681,0,0,0,13.5601,0,0,0
541,1,0,60.5873,44.3399,-1,-1,-1,0.783729,0,0,0,2.2453,0,0,0,6.32657,0,0,0
542,5,0,130.117,195.955,71.8223,65.2107,63.0924,-0.232681,-0.722571,0.836846,-1.63307,-0.122819,-0.131972,2.37109,-2.97196,33.9335,8.97828,8.2823,5.39458
543,2,0,151.827,94.5628,44.6703,-1,-1,1.18127,0.97195,0,0,-2.11646,-2.79852,0,0,15.0153,10.21,0,0
544,4,0,47.4439,144.586,72.7353,49.5783,38.23,-1.29425,-0.912259,-1.68283,-1.53434,2.63315,0.00507547,-2.2613,1.46533,15.6879,11.0647,5.82205,5.59563
545,0,0,40.8035,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
546,2,0,110.891,108.109,84.2329,-1,-1,-1.0091,-1.07194,0,0,0.25816,1.42423,0,0,13.8499,9.08942,0,0
547,3,0,53.535,185.663,89.3026,65.3441,-1,-0.229365,-0.019632,-1.28248,0,1.15928,-2.42857,-2.54077,0,23.0811,19.2359,13.9453,0
548,4,0,198.336,137.157,79.3482,78.064,56.2856,-0.24121,0.848499,0.502628,1.91271,-2.96111,-1.13588,-2.33215,-0.701328,16.8986,13.4802,14.1412,12.0048
549,0,0,58.2528,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
550,2,0,16.7899,66.3972,63.4393,-1,-1,0.347167,0.436678,0,0,0.812009,-1.72939,0,0,13.7416,14.3184,0,0
551,1,0,91.424,149.045,-1,-1,-1,-1.22855,0,0,0,-2.11453,0,0,0,17.0984,0,0,0
552,3,0,172.09,110.575,84.4761,63.7475,-1,-0.834502,-0.35439,0.402956,0,-0.362322,0.227742,-1.96489,0,10.3911,11.2161,7.00058,0
553,0,0,55.6316,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
554,1,0,61.0645,100.264,-1,-1,-1,-0.658685,0,0,0,-2.5302,0,0,0,15.5064,0,0,0
555,3,0,54.8605,47.2155,46.8262,39.6342,-1,1.28967,-0.308389,-1.75279,0,-1.91046,0.758003,-2.66692,0,7.21354,7.36845,9.06951,0
556,2,0,230.348,331.7,69.0078,-1,-1,0.992574,1.45072,0,0,1.57228,-1.57925,0,0,66.0702,14.1697,0,0
557,5,0,155.512,389.251,278.422,133.215,53.3878,-0.586353,-0.818773,-1.5944,-0.307168,0.641124,-2.08234,2.29281,1.25935,59.747,21.8761,15.698,9.45701
558,2,0,65.9935,61.4154,52.758,-1,-1,-0.343096,0.126947,0,0,-2.24623,1.71293,0,0,7.63178,7.59672,0,0
559,2,0,50.5947,59.4957,51.6833,-1,-1,-1.27361,-1.94013,0,0,-0.769014,-2.35071,0,0,9.71034,7.74902,0,0
560,2,0,88.7231,70.2431,68.5569,-1,-1,1.08871,-1.25633,0,0,0.171984,2.65988,0,0,7.29533,9.29204,0,0
561,1,0,123.918,95.2254,-1,-1,-1,-1.67568,0,0,0,2.10219,0,0,0,10.6489,0,0,0
562,1,0,106.302,42.6698,-1,-1,-1,-0.64698,0,0,0,-1.97935,0,0,0,7.05958,0,0,0
563,1,0,171.248,248.731,-1,-1,-1,1.85677,0,0,0,2.43163,0,0,0,18.8365,0,0,0
564,1,0,70.7481,46.4726,-1,-1,-1,0.0880439,0,0,0,-0.0449846,0,0,0,6.2982,0,0,0
565,0,0,40.881,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
566,1,0,15.296,51.8772,-1,-1,-1,2.29135,0,0,0,3.01788,0,0,0,8.53148,0,0,0
567,0,0,30.8731,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
568,1,0,75.5981,41.7422,-1,-1,-1,2.02583,0,0,0,-1.38677,0,0,0,9.64062,0,0,0
569,0,0,90.5338,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
570,3,0,99.147,155.572,137.49,47.1711,-1,-1.15915,1.21435,0.1626,0,3.05556,1.10671,0.0139233,0,19.1463,19.3662,6.44354,0
571,0,0,53.081,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
572,2,0,89.098,120.363,91.5651,-1,-1,1.20891,0.826325,0,0,-2.86666,1.09402,0,0,18.2196,15.1014,0,0
573,2,0,72.4023,57.764,47.4883,-1,-1,-2.27784,-1.88633,0,0,2.6221,1.38238,0,0,8.2344,8.29455,0,0
574,0,0,54.4054,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
575,3,0,109.42,94.7629,80.0644,72.4747,-1,1.69226,0.167544,0.435163,0,2.48377,2.81044,-1.27841,0,11.7594,10.7752,7.68338,0
576,3,0,136.304,144.338,64.7164,59.0924,-1,0.0635773,0.637125,-1.60726,0,-2.3061,0.966774,-3.01724,0,19.8697,9.58179,9.9439,0
577,1,0,67.8867,58.3848,-1,-1,-1,-1.41735,0,0,0,0.0156249,0,0,0,7.94441,0,0,0
578,3,0,235.727,189.671,57.3495,37.1116,-1,2.03255,-0.258665,0.475649,0,1.75349,2.88183,-0.998319,0,21.985,10.37,6.48837,0
579,0,0,27.037,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
580,2,0,31.7515,62.6026,41.441,-1,-1,0.968143,-0.411348,0,0,-0.838808,2.24317,0,0,6.46898,8.52466,0,0
581,3,0,97.5139,103.428,85.5603,48.9576,-1,-0.550183,-0.621137,0.419315,0,3.12452,0.224883,-3.08607,0,12.5783,12.2217,8.35845,0
582,2,0,161.663,71.8417,51.2874,-1,-1,-1.54534,-0.462171,0,0,3.00497,2.9437,0,0,14.7145,9.7481,0,0
583,1,0,34.9656,58.9258,-1,-1,-1,2.30269,0,0,0,3.09881,0,0,0,4.74936,0,0,0
584,2,0,109.783,56.6121,48.6174,-1,-1,0.805882,0.958103,0,0,2.89752,1.38651,0,0,9.89497,7.64433,0,0
585,1,0,23.8868,39.6017,-1,-1,-1,0.436489,0,0,0,-0.521793,0,0,0,5.40785,0,0,0
586,3,0,54.5181,163.658,125.935,94.5939,-1,-0.646639,-0.630837,-1.44976,0,-2.7982,0.0281882,-0.138699,0,18.237,11.4253,10.8343,0
587,2,0,33.6358,46.4331,39.861,-1,-1,0.249093,-0.439468,0,0,-3.06825,-0.188169,0,0,6.87076,8.11075,0,0
588,2,0,145.773,105.315,64.5705,-1,-1,-1.39533,2.31896,0,0,-1.28554,2.12875,0,0,11.3051,8.6884,0,0
589,0,0,120.326,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
590,1,0,31.2428,45.2152,-1,-1,-1,-1.63781,0,0,0,-2.68774,0,0,0,7.48896,0,0,0
591,3,0,193.148,95.3823,68.0735,37.1793,-1,-0.375446,0.873164,1.29001,0,-1.71858,-2.72398,-2.84819,0,11.8277,9.96074,4.01933,0
592,2,0,84.3449,71.8794,68.7352,-1,-1,-0.313998,0.298351,0,0,0.100404,-0.932669,0,0,7.5765,10.7005,0,0
593,1,0,50.3581,57.0618,-1,-1,-1,1.83265,0,0,0,-2.11875,0,0,0,5.37991,0,0,0
594,0,0,28.8757,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
595,2,0,103.029,62.6946,58.5244,-1,-1,0.137427,-0.653952,0,0,2.50696,0.941257,0,0,11.5594,12.5203,0,0
596,0,0,122.438,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
597,2,0,84.7962,49.9497,45.6185,-1,-1,0.26044,-0.793662,0,0,2.33995,-1.26182,0,0,8.1648,9.10687,0,0
598,1,0,66.0647,97.453,-1,-1,-1,-0.0357586,0,0,0,2.77975,0,0,0,17.7322,0,0,0
599,1,0,84.5027,44.3179,-1,-1,-1,1.80912,0,0,0,2.65711,0,0,0,7.47453,0,0,0
600,1,0,99.1902,68.0934,-1,-1,-1,-0.601551,0,0,0,1.90705,0,0,0,6.49743,0,0,0
601,0,0,36.1581,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
602,1,0,49.9848,115.335,-1,-1,-1,1.25213,0,0,0,1.41563,0,0,0,10.9877,0,0,0
603,1,0,44.9358,78.1308,-1,-1,-1,1.9671,0,0,0,0.961932,0,0,0,4.05596,0,0,0
604,3,0,332.708,571.274,199.314,85.2578,-1,-2.22142,-0.934096,-0.282918,0,1.28164,-2.05253,-1.58243,0,42.852,28.3401,8.02887,0
605,2,0,30.6532,60.8484,37.9044,-1,-1,0.956945,0.784187,0,0,-2.2282,0.74614,0,0,8.17799,6.36492,0,0
606,1,0,131.623,127.075,-1,-1,-1,0.0294136,0,0,0,-2.9947,0,0,0,23.1387,0,0,0
607,1,0,61.4508,61.1258,-1,-1,-1,1.22528,0,0,0,2.27282,0,0,0,9.91839,0,0,0
608,1,0,27.9476,61.8197,-1,-1,-1,-0.661389,0,0,0,-0.719907,0,0,0,6.74806,0,0,0
609,1,0,227.728,167.311,-1,-1,-1,2.06917,0,0,0,1.35217,0,0,0,22.7595,0,0,0
610,1,0,49.6061,51.7238,-1,-1,-1,0.0142828,0,0,0,1.33772,0,0,0,8.87931,0,0,0
611,1,0,69.9782,81.2884,-1,-1,-1,-0.516325,0,0,0,-3.05453,0,0,0,10.8529,0,0,0
612,2,0,135.144,73.643,42.38,-1,-1,-1.46537,-1.87781,0,0,2.97255,2.678,0,0,11.954,5.14123,0,0
613,2,0,61.7619,65.6353,40.928,-1,-1,-0.126263,0.416318,0,0,1.15098,0.354044,0,0,10.007,7.58588,0,0
614,2,0,10.6292,45.3307,39.7853,-1,-1,0.975677,1.97756,0,0,1.45654,-2.86559,0,0,6.80279,6.44269,0,0
615,3,0,220.903,282.139,61.6314,49.6649,-1,-0.650321,-0.681032,-1.16968,0,-1.97555,2.06281,-0.261795,0,24.7228,11.6191,7.99102,0
616,2,0,150.484,108.063,44.3519,-1,-1,0.370105,-0.703002,0,0,-0.53424,-0.720127,0,0,11.9686,8.00612,0,0
617,1,0,117.538,43.4437,-1,-1,-1,-1.13614,0,0,0,-1.76286,0,0,0,7.76632,0,0,0
618,3,0,159.614,190.277,94.2295,50.8791,-1,-1.26249,0.217005,0.318058,0,1.42658,-2.39662,0.226485,0,33.7059,12.1812,10.545,0
619,0,0,41.7747,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
620,1,0,69.3521,37.6473,-1,-1,-1,0.916989,0,0,0,-1.82252,0,0,0,6.73781,0,0,0
621,1,0,108.549,72.0487,-1,-1,-1,0.303649,0,0,0,2.28783,0,0,0,12.8166,0,0,0
622,1,0,33.3359,63.6351,-1,-1,-1,-2.24419,0,0,0,-2.05686,0,0,0,13.6769,0,0,0
623,2,0,160.597,83.7878,41.1722,-1,-1,0.452298,-0.04712,0,0,2.03545,-0.653218,0,0,10.64,7.55554,0,0
624,3,0,44.491,63.173,57.8093,54.4779,-1,-0.755854,0.416815,-2.1404,0,-0.896318,-1.46212,1.32489,0,11.7774,7.78646,6.95049,0
625,2,0,57.5204,47.922,46.6243,-1,-1,0.0151989,0.458872,0,0,1.24634,2.56126,0,0,11.437,8.89117,0,0
626,2,0,97.1358,85.0371,54.0528,-1,-1,2.04846,-1.35036,0,0,1.28376,-0.0457159,0,0,17.7541,6.96105,0,0
627,3,0,76.4102,161.747,85.8105,38.5817,-1,0.570093,1.63019,-0.0236387,0,-0.452093,2.04101,2.70042,0,20.5182,12.9172,8.12685,0
628,2,0,165.187,224.36,87.212,-1,-1,-0.191765,1.42059,0,0,-2.34795,-0.466163,0,0,22.7676,8.71012,0,0
629,1,0,131.471,141.458,-1,-1,-1,0.832649,0,0,0,-1.77101,0,0,0,13.0705,0,0,0
630,2,0,190.168,116.684,49.4547,-1,-1,2.33102,1.24566,0,0,-3.09276,2.06761,0,0,14.0622,8.80805,0,0
631,2,0,79.9128,74.4928,43.25,-1,-1,-1.2305,-1.32125,0,0,-0.665107,-2.64874,0,0,16.5326,6.68001,0,0
632,2,0,208.5,158.972,77.2607,-1,-1,1.30984,0.4757,0,0,1.23232,0.610269,0,0,14.672,11.6839,0,0
633,1,0,51.8068,78.578,-1,-1,-1,-2.01849,0,0,0,1.73311,0,0,0,7.83092,0,0,0
634,2,0,133.972,73.635,38.3172,-1,-1,-1.86016,-2.3772,0,0,-2.81818,3.09063,0,0,12.8553,6.44815,0,0
635,0,0,228.003,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
636,3,0,79.0669,123.68,60.0309,40.2437,-1,-0.182813,1.72269,-1.62862,0,1.58017,-0.743758,-0.247107,0,15.8643,12.2544,7.79053,0
637,3,0,110.498,100.651,57.4628,36.1734,-1,1.4177,-0.724129,1.75716,0,2.90492,-2.09,1.13283,0,23.0538,11.8329,5.71378,0
638,1,0,82.0928,95.0081,-1,-1,-1,-0.372907,0,0,0,1.58383,0,0,0,15.7607,0,0,0
639,2,0,48.1896,50.3714,36.9041,-1,-1,0.0880589,0.0130477,0,0,2.58426,0.888858,0,0,10.2584,8.70352,0,0
640,3,0,202.21,155.352,48.9437,42.0479,-1,-1.10054,-0.494518,-1.31193,0,-3.11598,3.12764,2.13573,0,10.8118,8.21224,5.21216,0
641,0,0,24.3027,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
642,4,0,227.676,167.628,77.3569,68.8421,38.2241,0.703919,-1.39445,-0.7431,-0.257673,-2.86828,-2.11302,1.15884,-2.39599,22.472,21.414,8.98043,8.31108
643,2,0,99.9835,57.9084,37.9892,-1,-1,1.34125,0.554262,0,0,-1.51558,-1.48222,0,0,11.6507,7.23733,0,0
644,3,0,43.1917,49.0954,38.4657,35.7602,-1,0.271162,2.27181,0.0220132,0,2.88231,-0.649508,0.597145,0,6.5284,7.46336,5.88572,0
645,5,0,72.2484,269.671,83.1635,66.6114,53.1651,-0.523769,-1.43063,1.0186,1.29184,2.7546,-0.498926,0.0464844,-0.748835,36.564,10.4666,10.9722,11.5747
646,2,0,40.0031,52.0311,46.871,-1,-1,-0.19194,0.673495,0,0,2.88905,0.492955,0,0,10.6145,7.46788,0,0
647,1,0,122.366,168.146,-1,-1,-1,-0.89304,0,0,0,1.34397,0,0,0,18.2431,0,0,0
648,2,0,132.778,211.942,102.957,-1,-1,-0.152105,-0.125999,0,0,2.3467,0.0819344,0,0,24.4387,12.6816,0,0
649,3,0,56.4459,163.732,96.0286,43.5072,-1,-1.44951,-1.23583,-1.27717,0,-2.12154,-2.87995,0.933637,0,21.7191,13.1734,6.67721,0
650,2,0,156.912,143.621,56.7038,-1,-1,-0.809809,-0.14775,0,0,-1.42365,-0.470493,0,0,20.495,10.6552,0,0
651,2,0,56.5752,44.8676,44.3293,-1,-1,-0.47091,-0.0633912,0,0,1.04042,2.32512,0,0,8.42278,8.7718,0,0
652,4,0,421.967,517.565,126.73,106.276,74.0356,-0.67414,1.52485,-1.01665,0.166317,2.29028,0.885639,-0.832307,-0.645234,24.9871,17.1448,14.1113,7.74161
653,0,0,80.2408,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
654,2,0,127.483,93.6657,50.2096,-1,-1,-1.77884,0.475141,0,0,2.00355,2.54963,0,0,9.53672,8.27607,0,0
655,3,0,146.212,143.223,66.7898,37.0213,-1,1.08241,-2.27662,-0.958979,0,0.0273253,1.71868,2.95045,0,20.1932,10.4918,6.53138,0
656,0,0,39.6014,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
657,3,0,151.087,66.7866,38.2761,36.1612,-1,-0.249736,0.17426,-1.69269,0,-1.94595,2.62141,1.41917,0,2.78237,4.15452,6.21599,0
658,1,0,154.269,125.543,-1,-1,-1,-0.089432,0,0,0,1.0079,0,0,0,13.3065,0,0,0
659,2,0,72.2219,100.943,64.7497,-1,-1,-0.532085,-0.0933999,0,0,0.924446,2.32792,0,0,9.71563,9.12099,0,0
660,2,0,74.2737,111.353,45.8856,-1,-1,2.19606,-0.393875,0,0,-2.7852,1.39375,0,0,9.93028,7.75776,0,0
661,5,0,189.583,236.901,155.66,59.3302,42.5373,0.28427,1.14937,-0.00860943,-1.14045,-2.13437,1.46708,-1.48568,-1.22385,22.6834,30.1812,8.34341,5.39634
662,2,0,69.9374,67.714,37.8466,-1,-1,0.677932,0.518045,0,0,-0.205082,2.63744,0,0,10.217,7.7666,0,0
663,3,0,29.3244,105.794,54.3798,49.852,-1,-1.7318,0.868876,-1.48022,0,-1.86832,1.14247,0.352635,0,10.4589,9.28941,7.17806,0
664,2,0,55.547,44.5941,43.4115,-1,-1,0.00800625,-0.71496,0,0,-0.226039,-0.782093,0,0,7.1603,6.46597,0,0
665,1,0,45.6748,56.291,-1,-1,-1,2.15963,0,0,0,-0.247057,0,0,0,12.5249,0,0,0
666,3,0,160.418,176.505,43.6217,38.0448,-1,0.827367,1.37154,0.688824,0,-1.2323,2.70009,-0.209702,0,21.8217,9.23032,7.98584,0
667,2,0,64.974,62.4888,43.1055,-1,-1,-0.920869,-1.83684,0,0,-2.0778,-0.0225173,0,0,9.78106,8.05245,0,0
